,row_0,col_0,label_0,row_1,col_1,label_1,row_2,col_2,label_2,row_3,col_3,label_3,row_4,col_4,label_4,row_5,col_5,label_5,row_6,col_6,label_6,row_7,col_7,label_7,row_8,col_8,label_8,row_9,col_9,label_9
14,42,8,3,46,10,3,35,11,3,47,18,3,40,9,3,36,9,3,45,14,3,43,16,3,47,20,3,37,15,3
15,45,23,3,43,19,3,48,8,3,46,10,3,49,20,3,49,8,3,36,14,3,47,8,3,36,12,3,34,6,3
16,73,11,4,85,5,4,120,49,4,10,26,4,75,114,4,6,25,4,123,53,4,87,3,4,85,9,4,81,15,4
17,122,48,4,84,19,4,79,21,4,116,50,4,85,10,4,81,17,4,118,54,4,78,115,4,74,3,4,118,49,4
18,116,50,4,76,19,4,68,115,4,79,10,4,87,14,4,79,12,4,85,2,4,75,7,4,125,48,4,74,6,4
19,75,22,4,84,13,4,74,116,4,74,20,4,75,14,4,82,14,4,77,21,4,83,12,4,86,10,4,80,18,4
20,101,73,5,101,57,5,103,80,5,104,75,5,101,92,5,112,61,5,69,30,5,108,91,5,105,68,5,106,90,5
21,112,66,5,98,77,5,103,64,5,47,26,5,101,78,5,104,92,5,102,85,5,114,69,5,69,29,5,96,79,5
22,55,28,5,106,67,5,95,80,5,43,27,5,113,60,5,54,34,5,103,66,5,50,34,5,104,58,5,107,65,5
23,65,35,5,61,29,5,65,28,5,102,59,5,104,60,5,103,65,5,105,76,5,104,58,5,99,90,5,106,62,5
24,76,109,6,73,111,6,77,111,6,74,108,6,78,108,6,75,111,6,75,109,6,78,111,6,72,110,6,72,108,6
25,74,108,6,78,110,6,76,109,6,75,111,6,72,110,6,74,111,6,76,110,6,73,111,6,72,111,6,77,110,6
26,74,111,6,73,109,6,78,111,6,72,109,6,75,111,6,76,108,6,72,110,6,76,111,6,72,108,6,75,111,6
27,76,110,6,72,111,6,74,110,6,77,111,6,75,110,6,78,111,6,74,111,6,74,110,6,76,110,6,75,108,6
28,40,122,7,49,130,7,46,123,7,38,131,7,57,124,7,39,130,7,57,131,7,40,124,7,38,135,7,41,126,7
29,46,126,7,59,125,7,49,127,7,53,121,7,42,128,7,37,127,7,58,134,7,47,122,7,47,129,7,43,126,7
30,57,134,7,53,125,7,49,136,7,36,132,7,45,132,7,57,134,7,51,135,7,46,136,7,39,127,7,39,133,7
31,46,122,7,45,135,7,49,128,7,43,124,7,46,128,7,49,138,7,44,137,7,33,129,7,46,129,7,38,132,7
32,62,23,8,70,22,8,68,22,8,65,23,8,65,22,8,69,23,8,64,23,8,63,23,8,66,22,8,64,23,8
33,69,23,8,62,23,8,66,22,8,66,22,8,61,22,8,69,22,8,64,22,8,66,23,8,69,23,8,65,22,8
34,62,22,8,65,23,8,70,23,8,69,23,8,66,23,8,66,22,8,63,23,8,67,22,8,67,22,8,62,23,8
35,64,23,8,68,22,8,64,22,8,65,22,8,68,23,8,62,23,8,66,22,8,70,23,8,63,23,8,62,22,8
36,46,90,9,37,89,9,43,79,9,55,90,9,37,89,9,40,92,9,42,81,9,63,82,9,51,85,9,55,108,9
37,50,75,9,40,91,9,65,86,9,52,80,9,63,84,9,35,75,9,53,109,9,63,81,9,51,81,9,34,74,9
38,66,90,9,52,92,9,34,87,9,7,31,9,45,84,9,8,31,9,52,78,9,31,86,9,141,37,9,141,29,9
39,38,73,9,44,80,9,141,33,9,30,74,9,37,85,9,52,89,9,63,84,9,57,77,9,46,84,9,12,33,9
40,89,41,10,78,69,10,53,43,10,78,60,10,94,46,10,82,43,10,13,98,10,5,98,10,58,37,10,4,110,10
41,57,115,10,89,66,10,110,43,10,71,74,10,58,37,10,44,113,10,68,70,10,13,111,10,7,103,10,109,42,10
42,13,115,10,92,32,10,87,54,10,8,116,10,79,32,10,79,32,10,89,36,10,112,42,10,90,57,10,75,64,10
43,69,61,10,11,106,10,71,60,10,60,41,10,95,51,10,49,116,10,73,42,10,16,115,10,59,45,10,11,112,10
44,12,59,11,57,9,11,52,14,11,24,56,11,20,38,11,15,38,11,26,53,11,55,7,11,15,41,11,21,70,11
45,14,57,11,27,62,11,4,35,11,16,40,11,17,66,11,22,63,11,16,43,11,13,43,11,24,66,11,25,65,11
46,51,18,11,11,40,11,25,66,11,14,63,11,8,40,11,21,36,11,23,63,11,26,62,11,20,38,11,25,54,11
47,17,62,11,18,58,11,14,56,11,51,7,11,13,62,11,10,46,11,25,38,11,19,55,11,51,9,11,23,56,11
48,120,39,12,122,21,12,117,28,12,121,45,12,118,32,12,121,21,12,117,29,12,118,31,12,117,43,12,121,43,12
49,117,35,12,124,21,12,124,45,12,122,36,12,117,41,12,122,34,12,124,28,12,123,21,12,117,29,12,124,45,12
50,121,46,12,123,21,12,124,27,12,120,40,12,123,20,12,120,25,12,120,36,12,120,32,12,121,40,12,124,29,12
51,120,36,12,118,45,12,119,43,12,118,30,12,120,43,12,119,29,12,123,23,12,121,24,12,117,33,12,122,37,12
52,121,111,13,135,91,13,127,84,13,137,122,13,12,127,13,122,94,13,117,110,13,124,86,13,138,120,13,131,119,13
53,138,101,13,32,106,13,131,95,13,137,104,13,126,109,13,128,109,13,37,108,13,36,101,13,132,121,13,133,118,13
54,32,105,13,34,119,13,121,123,13,135,120,13,134,116,13,30,105,13,128,90,13,135,94,13,133,94,13,131,104,13
55,127,118,13,37,97,13,127,87,13,36,106,13,29,107,13,123,103,13,33,104,13,120,109,13,131,109,13,124,121,13
56,0,93,14,8,69,14,4,79,14,3,88,14,26,29,14,0,87,14,4,91,14,7,91,14,2,74,14,2,80,14
57,8,70,14,1,84,14,5,86,14,12,89,14,8,86,14,2,89,14,0,88,14,18,32,14,8,75,14,8,77,14
58,7,71,14,4,83,14,11,82,14,1,76,14,4,73,14,13,92,14,12,85,14,22,28,14,5,74,14,4,79,14
59,4,90,14,6,87,14,0,84,14,2,89,14,9,75,14,24,29,14,9,84,14,24,30,14,27,25,14,3,73,14
60,20,44,15,23,47,15,18,49,15,14,47,15,16,48,15,15,46,15,20,45,15,24,46,15,26,48,15,17,46,15
61,25,47,15,23,49,15,16,51,15,23,48,15,20,45,15,16,46,15,23,46,15,19,45,15,23,44,15,18,44,15
62,21,44,15,15,45,15,26,50,15,25,50,15,17,50,15,26,48,15,18,44,15,16,52,15,22,49,15,25,50,15
63,18,45,15,15,52,15,17,49,15,21,45,15,17,49,15,24,48,15,24,47,15,15,45,15,23,47,15,15,48,15
