,row_0,col_0,label_0,row_1,col_1,label_1,row_2,col_2,label_2,row_3,col_3,label_3,row_4,col_4,label_4,row_5,col_5,label_5,row_6,col_6,label_6,row_7,col_7,label_7,row_8,col_8,label_8,row_9,col_9,label_9
38,73,109,6,74,109,6,74,109,6,74,110,6,76,110,6,78,111,6,75,108,6,78,109,6,75,110,6,72,109,6
39,74,110,6,75,111,6,73,109,6,76,111,6,74,111,6,76,110,6,73,108,6,74,110,6,75,109,6,77,111,6
40,73,111,6,78,111,6,75,109,6,78,111,6,73,109,6,74,109,6,72,109,6,76,108,6,72,111,6,74,110,6
41,76,108,6,73,110,6,75,108,6,75,109,6,77,110,6,77,111,6,77,108,6,72,109,6,74,110,6,72,111,6
42,56,134,7,37,131,7,49,135,7,36,132,7,42,137,7,50,138,7,46,133,7,46,135,7,36,126,7,43,137,7
43,36,125,7,55,133,7,53,135,7,52,136,7,38,134,7,47,125,7,53,125,7,49,131,7,44,129,7,58,136,7
44,40,129,7,36,128,7,58,123,7,50,128,7,43,124,7,50,126,7,36,128,7,37,123,7,39,139,7,48,131,7
45,49,123,7,41,130,7,56,130,7,44,136,7,50,137,7,39,129,7,46,126,7,47,136,7,58,122,7,53,122,7
46,51,131,7,48,129,7,48,122,7,34,129,7,57,127,7,50,136,7,39,133,7,58,136,7,54,126,7,48,130,7
47,46,125,7,49,133,7,36,136,7,56,136,7,38,121,7,39,136,7,48,136,7,56,139,7,42,129,7,51,131,7
48,66,22,8,69,22,8,67,22,8,69,22,8,67,22,8,61,22,8,68,22,8,69,23,8,67,23,8,66,22,8
49,61,23,8,63,23,8,70,22,8,68,23,8,61,23,8,70,23,8,64,23,8,67,22,8,64,22,8,62,23,8
50,61,22,8,61,22,8,62,23,8,68,22,8,62,22,8,70,22,8,61,22,8,68,22,8,65,23,8,64,23,8
51,65,22,8,64,22,8,63,22,8,61,23,8,67,23,8,64,23,8,67,22,8,61,23,8,61,22,8,69,22,8
52,62,23,8,70,23,8,64,22,8,62,23,8,70,23,8,68,23,8,62,22,8,69,22,8,70,22,8,68,22,8
53,64,22,8,62,23,8,67,23,8,65,22,8,68,22,8,66,22,8,65,23,8,61,22,8,69,22,8,63,23,8
54,48,89,9,47,83,9,138,31,9,45,75,9,57,83,9,50,108,9,137,45,9,58,110,9,9,28,9,30,87,9
55,56,109,9,64,91,9,59,91,9,40,79,9,9,31,9,54,75,9,48,73,9,41,86,9,6,33,9,139,38,9
56,45,82,9,46,73,9,52,81,9,58,75,9,41,80,9,61,81,9,36,85,9,12,32,9,45,87,9,40,91,9
57,39,91,9,29,87,9,52,89,9,43,85,9,140,42,9,141,35,9,137,36,9,36,87,9,55,74,9,42,77,9
58,40,87,9,66,87,9,66,92,9,41,92,9,35,92,9,62,91,9,143,32,9,56,87,9,43,78,9,51,74,9
59,51,74,9,61,78,9,140,36,9,65,93,9,34,86,9,67,87,9,48,110,9,139,30,9,55,81,9,68,87,9
60,109,25,10,12,111,10,80,33,10,111,32,10,77,41,10,103,35,10,101,26,10,8,104,10,91,62,10,50,113,10
61,1,111,10,82,41,10,70,50,10,89,39,10,102,38,10,70,74,10,12,115,10,87,39,10,44,114,10,113,53,10
62,74,64,10,110,52,10,84,50,10,114,28,10,88,31,10,42,115,10,45,112,10,90,60,10,114,28,10,54,42,10
63,54,45,10,86,50,10,55,117,10,107,53,10,105,32,10,60,53,10,91,31,10,88,38,10,61,114,10,87,60,10
64,88,40,10,46,112,10,103,33,10,87,49,10,58,43,10,20,112,10,104,38,10,92,59,10,9,117,10,7,99,10
65,83,48,10,3,110,10,96,27,10,15,116,10,100,37,10,109,43,10,84,41,10,20,117,10,90,46,10,61,48,10
66,9,47,11,13,42,11,18,54,11,10,48,11,14,43,11,12,38,11,57,14,11,20,52,11,55,7,11,51,19,11
67,12,60,11,14,43,11,13,39,11,2,29,11,14,54,11,16,43,11,12,39,11,14,67,11,25,55,11,18,69,11
68,8,42,11,9,39,11,18,55,11,12,59,11,19,64,11,16,62,11,16,69,11,25,63,11,22,59,11,22,63,11
69,15,58,11,55,13,11,27,62,11,5,35,11,6,37,11,14,39,11,21,41,11,55,19,11,52,3,11,27,64,11
70,2,29,11,11,38,11,16,68,11,26,55,11,56,22,11,14,61,11,19,36,11,11,43,11,15,59,11,25,62,11
71,20,37,11,16,66,11,51,13,11,54,22,11,12,41,11,17,70,11,2,30,11,52,16,11,51,5,11,14,54,11
72,120,28,12,121,30,12,119,41,12,123,40,12,123,46,12,118,25,12,123,43,12,121,44,12,124,42,12,124,37,12
73,124,44,12,122,45,12,122,45,12,123,26,12,121,21,12,120,22,12,118,43,12,118,35,12,120,36,12,117,28,12
74,123,32,12,122,43,12,122,26,12,119,24,12,123,19,12,123,22,12,121,43,12,119,41,12,118,44,12,120,22,12
75,121,27,12,122,29,12,119,36,12,123,44,12,119,24,12,118,46,12,119,38,12,124,28,12,124,20,12,124,32,12
76,123,30,12,118,37,12,124,29,12,118,45,12,120,27,12,123,21,12,120,35,12,117,32,12,121,28,12,123,23,12
77,124,23,12,121,32,12,124,32,12,121,34,12,123,45,12,124,43,12,124,19,12,117,36,12,117,35,12,119,41,12
78,129,106,13,129,88,13,14,127,13,117,107,13,134,116,13,132,84,13,10,129,13,130,121,13,138,85,13,138,100,13
79,128,109,13,37,104,13,15,120,13,135,114,13,11,129,13,126,93,13,34,105,13,125,90,13,122,101,13,126,90,13
80,137,118,13,138,114,13,126,115,13,137,105,13,120,124,13,30,105,13,16,126,13,132,104,13,34,107,13,134,109,13
81,125,111,13,130,90,13,124,108,13,38,104,13,124,111,13,127,118,13,125,96,13,134,105,13,124,89,13,132,96,13
82,119,117,13,32,102,13,37,97,13,30,119,13,137,117,13,137,93,13,124,107,13,132,103,13,127,123,13,19,129,13
83,17,121,13,35,116,13,127,118,13,135,97,13,118,109,13,119,92,13,133,87,13,32,116,13,13,127,13,117,98,13
84,1,88,14,24,28,14,22,28,14,8,71,14,7,83,14,0,76,14,10,94,14,2,84,14,21,26,14,8,79,14
85,0,81,14,7,86,14,8,79,14,7,77,14,9,75,14,21,27,14,11,81,14,6,92,14,22,32,14,8,82,14
86,17,33,14,8,90,14,12,91,14,0,81,14,1,92,14,8,93,14,17,33,14,5,70,14,9,83,14,2,79,14
87,19,27,14,9,84,14,10,92,14,5,92,14,17,33,14,1,88,14,7,91,14,6,86,14,20,32,14,6,88,14
88,10,81,14,6,83,14,4,92,14,19,27,14,20,29,14,12,85,14,0,72,14,4,78,14,2,89,14,0,84,14
89,24,29,14,6,91,14,7,75,14,1,77,14,6,80,14,3,80,14,19,32,14,9,74,14,0,87,14,9,83,14
90,18,48,15,19,50,15,19,49,15,20,45,15,21,43,15,22,49,15,18,49,15,19,46,15,18,51,15,23,42,15
91,14,50,15,17,49,15,21,45,15,22,48,15,19,45,15,21,49,15,21,50,15,20,44,15,17,48,15,17,46,15
92,20,48,15,23,47,15,15,49,15,17,45,15,20,46,15,18,48,15,22,50,15,23,45,15,15,47,15,20,48,15
93,21,43,15,21,45,15,23,43,15,22,50,15,15,51,15,20,45,15,26,50,15,15,52,15,15,51,15,23,50,15
94,24,50,15,17,50,15,20,47,15,14,48,15,16,51,15,22,50,15,15,46,15,25,47,15,23,43,15,23,48,15
95,21,48,15,19,45,15,14,48,15,26,49,15,18,46,15,18,47,15,22,44,15,17,49,15,22,44,15,17,49,15
