,row_0,col_0,label_0,row_1,col_1,label_1,row_2,col_2,label_2,row_3,col_3,label_3,row_4,col_4,label_4,row_5,col_5,label_5,row_6,col_6,label_6,row_7,col_7,label_7,row_8,col_8,label_8,row_9,col_9,label_9
46,44,11,3,38,5,3,34,5,3,32,5,3,45,20,3,32,3,3,48,12,3,44,11,3,44,9,3,43,16,3
47,42,12,3,48,21,3,49,19,3,48,13,3,32,6,3,46,11,3,44,12,3,39,6,3,48,9,3,39,13,3
48,78,2,4,82,15,4,82,11,4,73,115,4,75,115,4,84,4,4,84,8,4,74,16,4,75,4,4,77,15,4
49,76,12,4,74,116,4,126,52,4,82,10,4,82,14,4,83,15,4,68,113,4,80,5,4,79,12,4,75,116,4
50,80,4,4,9,26,4,85,2,4,8,26,4,79,13,4,73,4,4,74,14,4,6,25,4,76,14,4,86,18,4
51,73,19,4,81,115,4,126,51,4,74,116,4,74,10,4,77,8,4,84,6,4,82,17,4,80,15,4,85,19,4
52,86,8,4,84,13,4,77,9,4,120,49,4,74,115,4,70,116,4,79,3,4,74,8,4,80,114,4,74,21,4
53,11,25,4,125,53,4,126,53,4,84,7,4,73,16,4,70,114,4,117,49,4,77,19,4,121,53,4,78,116,4
54,75,21,4,78,2,4,81,2,4,73,2,4,73,114,4,75,1,4,78,11,4,80,22,4,124,50,4,74,19,4
55,75,1,4,75,17,4,80,17,4,77,5,4,72,113,4,77,14,4,73,3,4,82,16,4,73,21,4,74,113,4
56,75,113,4,84,3,4,79,10,4,81,14,4,83,1,4,71,113,4,73,18,4,86,7,4,76,3,4,84,3,4
57,80,9,4,75,115,4,78,5,4,80,14,4,79,114,4,74,114,4,122,48,4,76,17,4,79,6,4,76,16,4
58,6,26,4,79,15,4,83,10,4,72,113,4,117,48,4,83,8,4,79,2,4,83,20,4,78,18,4,76,8,4
59,80,20,4,82,21,4,83,3,4,77,1,4,80,17,4,117,48,4,76,21,4,74,2,4,85,17,4,79,6,4
60,57,29,5,68,29,5,53,26,5,95,80,5,114,62,5,99,85,5,107,65,5,55,30,5,112,73,5,58,30,5
61,63,33,5,100,80,5,69,31,5,111,57,5,53,26,5,100,81,5,108,92,5,104,91,5,47,26,5,57,28,5
62,45,28,5,66,34,5,108,92,5,106,62,5,113,60,5,66,29,5,110,70,5,102,81,5,100,90,5,55,34,5
63,59,34,5,100,68,5,110,74,5,104,68,5,108,74,5,114,62,5,53,35,5,109,61,5,50,34,5,113,65,5
64,97,74,5,113,62,5,48,35,5,102,93,5,98,57,5,110,58,5,113,65,5,102,70,5,95,74,5,46,32,5
65,50,27,5,97,81,5,64,31,5,47,27,5,101,66,5,97,73,5,99,57,5,101,78,5,59,28,5,98,62,5
66,103,80,5,112,89,5,103,76,5,102,73,5,57,29,5,108,69,5,105,93,5,102,66,5,98,66,5,107,69,5
67,99,89,5,110,73,5,105,92,5,65,26,5,106,89,5,105,75,5,56,31,5,63,29,5,47,35,5,112,92,5
68,113,61,5,56,30,5,53,32,5,99,60,5,65,27,5,107,62,5,103,89,5,107,59,5,98,60,5,109,69,5
69,114,68,5,47,31,5,48,26,5,48,29,5,110,57,5,112,70,5,104,68,5,65,30,5,103,69,5,105,73,5
70,100,58,5,101,67,5,54,33,5,110,89,5,102,76,5,108,60,5,70,27,5,54,35,5,100,69,5,97,76,5
71,113,57,5,105,75,5,107,68,5,110,74,5,62,26,5,51,26,5,53,30,5,50,31,5,105,77,5,100,90,5
72,72,111,6,78,109,6,77,110,6,73,108,6,76,109,6,74,108,6,78,109,6,77,108,6,74,110,6,72,111,6
73,72,109,6,73,109,6,74,108,6,77,108,6,74,108,6,74,110,6,73,109,6,78,110,6,76,109,6,78,110,6
74,73,110,6,78,110,6,74,111,6,74,110,6,78,109,6,76,108,6,74,110,6,75,111,6,72,108,6,77,108,6
75,76,111,6,77,108,6,75,111,6,72,111,6,75,111,6,72,110,6,78,111,6,75,109,6,73,111,6,73,110,6
76,77,111,6,74,109,6,72,110,6,75,108,6,74,109,6,77,108,6,77,109,6,77,109,6,76,110,6,78,108,6
77,74,108,6,72,111,6,73,108,6,78,109,6,72,111,6,72,111,6,74,111,6,78,111,6,75,109,6,72,108,6
78,77,109,6,75,110,6,78,109,6,77,110,6,78,111,6,75,108,6,76,111,6,73,111,6,73,110,6,76,111,6
79,74,110,6,72,109,6,77,111,6,78,111,6,74,110,6,77,111,6,73,110,6,73,108,6,73,108,6,74,111,6
80,76,108,6,77,110,6,78,110,6,76,108,6,76,111,6,78,110,6,75,109,6,77,111,6,78,110,6,78,109,6
81,78,111,6,75,109,6,76,109,6,74,111,6,75,108,6,74,111,6,78,108,6,73,110,6,77,110,6,78,111,6
82,74,109,6,75,111,6,76,110,6,73,110,6,72,109,6,73,109,6,74,109,6,74,109,6,74,109,6,75,110,6
83,76,110,6,73,108,6,78,108,6,72,108,6,75,110,6,74,109,6,72,111,6,75,110,6,75,108,6,76,110,6
84,59,137,7,56,135,7,54,134,7,46,127,7,35,126,7,53,130,7,57,128,7,40,139,7,59,123,7,42,131,7
85,39,123,7,54,123,7,56,130,7,37,132,7,42,129,7,42,130,7,35,133,7,57,125,7,37,136,7,42,132,7
86,57,123,7,56,121,7,35,126,7,49,138,7,37,130,7,33,126,7,40,129,7,50,133,7,43,135,7,49,126,7
87,50,139,7,36,139,7,54,133,7,54,136,7,38,125,7,43,124,7,57,126,7,43,133,7,58,127,7,50,121,7
88,43,135,7,42,133,7,51,122,7,43,136,7,38,123,7,57,139,7,41,121,7,39,125,7,48,130,7,44,134,7
89,54,121,7,43,136,7,40,139,7,58,127,7,57,121,7,40,130,7,46,136,7,46,138,7,48,134,7,46,122,7
90,55,127,7,44,132,7,37,129,7,33,129,7,46,130,7,50,131,7,40,139,7,48,135,7,49,139,7,52,134,7
91,35,130,7,59,127,7,50,131,7,38,123,7,38,138,7,46,131,7,44,125,7,51,128,7,45,128,7,33,129,7
92,48,131,7,59,123,7,52,137,7,46,134,7,46,135,7,35,125,7,47,127,7,43,121,7,57,130,7,50,126,7
93,51,126,7,44,125,7,53,133,7,53,138,7,53,134,7,36,129,7,50,131,7,41,130,7,37,133,7,58,127,7
94,45,124,7,51,132,7,40,138,7,49,127,7,56,127,7,38,138,7,37,127,7,44,133,7,41,138,7,41,127,7
95,58,138,7,42,132,7,39,121,7,52,127,7,41,123,7,54,129,7,58,125,7,46,126,7,53,124,7,48,121,7
96,68,23,8,64,23,8,63,22,8,63,23,8,64,22,8,62,23,8,68,22,8,68,22,8,70,23,8,66,22,8
97,69,23,8,65,23,8,67,22,8,65,22,8,70,23,8,62,22,8,69,22,8,67,22,8,61,23,8,68,22,8
98,66,22,8,69,23,8,63,23,8,64,23,8,68,22,8,66,22,8,61,23,8,66,22,8,67,22,8,69,22,8
99,69,22,8,68,22,8,70,23,8,63,22,8,61,23,8,61,22,8,66,22,8,63,22,8,64,22,8,61,22,8
100,63,22,8,63,22,8,61,23,8,64,22,8,68,23,8,63,23,8,69,23,8,67,23,8,68,23,8,65,23,8
101,61,22,8,66,22,8,67,23,8,66,23,8,65,23,8,69,22,8,68,23,8,69,22,8,69,23,8,62,22,8
102,70,22,8,62,22,8,68,23,8,62,22,8,64,23,8,70,22,8,66,23,8,64,23,8,62,23,8,67,23,8
103,67,22,8,62,23,8,65,23,8,70,22,8,69,22,8,69,23,8,65,22,8,70,22,8,63,22,8,63,22,8
104,65,22,8,63,23,8,70,22,8,61,23,8,67,22,8,65,22,8,64,23,8,62,22,8,65,22,8,64,22,8
105,68,22,8,64,22,8,69,22,8,68,22,8,69,23,8,67,22,8,62,23,8,65,23,8,70,22,8,68,23,8
106,65,23,8,69,22,8,61,22,8,70,23,8,65,22,8,64,22,8,63,23,8,66,23,8,66,22,8,62,23,8
107,62,23,8,61,22,8,66,23,8,62,23,8,70,22,8,68,23,8,67,23,8,61,22,8,69,22,8,70,22,8
108,44,82,9,49,88,9,44,90,9,59,82,9,44,73,9,49,77,9,47,77,9,8,32,9,55,86,9,12,28,9
109,47,83,9,51,76,9,56,73,9,57,76,9,49,74,9,65,93,9,54,91,9,30,73,9,53,73,9,140,39,9
110,48,108,9,42,82,9,59,79,9,42,80,9,61,73,9,58,93,9,43,90,9,51,91,9,54,88,9,43,110,9
111,59,90,9,34,92,9,62,78,9,36,87,9,56,82,9,53,83,9,46,86,9,139,29,9,44,91,9,57,80,9
112,14,31,9,29,86,9,30,83,9,34,74,9,58,92,9,37,73,9,10,32,9,55,108,9,15,28,9,13,29,9
113,49,109,9,54,84,9,46,77,9,53,89,9,66,92,9,139,30,9,69,93,9,137,34,9,37,90,9,68,87,9
114,138,42,9,6,33,9,50,77,9,31,85,9,29,86,9,35,92,9,51,92,9,138,38,9,39,78,9,65,86,9
115,9,28,9,59,80,9,54,78,9,59,88,9,71,93,9,46,80,9,38,74,9,9,33,9,139,35,9,34,86,9
116,47,109,9,37,88,9,44,109,9,62,85,9,140,42,9,30,87,9,56,82,9,39,78,9,55,80,9,65,87,9
117,57,93,9,40,108,9,54,74,9,45,91,9,6,31,9,62,87,9,51,88,9,43,73,9,67,87,9,36,92,9
118,56,108,9,32,83,9,48,84,9,56,91,9,42,80,9,45,80,9,141,34,9,35,83,9,53,93,9,64,80,9
119,52,88,9,141,45,9,50,78,9,38,86,9,65,81,9,39,77,9,37,89,9,30,75,9,50,80,9,39,82,9
120,54,46,10,14,103,10,98,42,10,60,50,10,81,63,10,82,31,10,71,64,10,4,111,10,55,117,10,93,32,10
121,84,37,10,8,98,10,103,31,10,67,66,10,85,56,10,78,66,10,0,106,10,84,52,10,13,103,10,86,60,10
122,6,104,10,19,111,10,60,47,10,80,67,10,65,59,10,109,32,10,70,67,10,113,36,10,86,60,10,62,46,10
123,61,63,10,66,58,10,46,114,10,7,97,10,62,38,10,53,114,10,92,32,10,65,54,10,86,67,10,70,49,10
124,16,104,10,89,64,10,95,29,10,71,66,10,49,39,10,56,53,10,53,113,10,14,100,10,83,55,10,63,60,10
125,87,48,10,54,38,10,56,48,10,71,63,10,10,98,10,76,40,10,15,117,10,49,112,10,8,108,10,81,61,10
126,5,99,10,94,52,10,85,41,10,60,62,10,2,106,10,73,31,10,94,37,10,65,58,10,91,49,10,112,28,10
127,93,65,10,69,57,10,70,76,10,65,55,10,112,30,10,80,45,10,52,43,10,101,40,10,79,49,10,57,48,10
128,84,36,10,75,61,10,109,41,10,58,53,10,3,98,10,111,33,10,0,109,10,72,69,10,93,52,10,66,68,10
129,76,61,10,92,56,10,95,49,10,75,42,10,55,116,10,6,113,10,4,99,10,81,30,10,58,41,10,4,100,10
130,62,47,10,82,56,10,106,43,10,100,53,10,73,41,10,98,41,10,62,61,10,53,46,10,109,52,10,79,44,10
131,3,98,10,67,74,10,10,106,10,43,116,10,78,50,10,70,54,10,61,59,10,61,44,10,90,34,10,107,27,10
132,19,54,11,24,52,11,51,8,11,24,61,11,9,37,11,19,37,11,54,17,11,20,56,11,21,53,11,18,64,11
133,55,10,11,15,63,11,15,41,11,23,65,11,18,70,11,52,22,11,13,41,11,20,65,11,56,9,11,11,36,11
134,21,52,11,23,63,11,14,57,11,19,38,11,18,62,11,56,22,11,23,61,11,22,64,11,8,36,11,56,3,11
135,14,40,11,8,45,11,11,36,11,26,56,11,15,57,11,17,59,11,17,58,11,15,64,11,57,21,11,18,59,11
136,55,18,11,53,19,11,22,52,11,20,61,11,20,66,11,51,15,11,24,39,11,2,28,11,17,55,11,22,55,11
137,16,61,11,11,41,11,17,53,11,23,69,11,55,11,11,20,57,11,19,40,11,20,61,11,52,13,11,14,55,11
138,25,62,11,22,62,11,57,22,11,26,57,11,9,45,11,23,69,11,18,36,11,53,11,11,19,61,11,57,13,11
139,14,62,11,17,55,11,20,52,11,22,52,11,13,56,11,16,42,11,14,43,11,13,37,11,18,36,11,24,37,11
140,19,40,11,26,62,11,17,58,11,18,63,11,25,55,11,21,54,11,23,40,11,52,4,11,11,38,11,26,63,11
141,15,54,11,20,38,11,14,66,11,9,42,11,52,9,11,11,56,11,21,60,11,57,22,11,53,14,11,51,14,11
142,17,40,11,56,13,11,53,3,11,15,58,11,20,67,11,56,20,11,24,62,11,53,6,11,8,47,11,57,8,11
143,12,37,11,56,16,11,6,40,11,19,39,11,19,58,11,19,68,11,4,32,11,22,69,11,22,66,11,52,9,11
144,121,22,12,120,44,12,117,45,12,122,30,12,123,33,12,117,39,12,122,42,12,119,27,12,122,24,12,122,43,12
145,121,38,12,122,37,12,123,25,12,117,27,12,120,25,12,121,41,12,123,30,12,123,35,12,122,27,12,124,32,12
146,124,27,12,122,39,12,120,39,12,123,46,12,117,46,12,124,23,12,118,35,12,120,46,12,121,33,12,121,26,12
147,119,44,12,123,34,12,117,33,12,118,28,12,118,43,12,120,36,12,119,43,12,122,46,12,121,29,12,118,41,12
148,121,27,12,123,43,12,120,32,12,123,21,12,119,33,12,122,38,12,123,40,12,118,25,12,123,19,12,122,29,12
149,119,38,12,119,23,12,120,31,12,120,25,12,123,30,12,122,30,12,121,34,12,117,34,12,120,30,12,121,27,12
150,124,29,12,117,26,12,123,46,12,119,40,12,122,46,12,120,23,12,120,35,12,119,28,12,120,35,12,123,31,12
151,124,24,12,124,39,12,118,41,12,122,27,12,121,45,12,118,45,12,119,35,12,121,36,12,123,26,12,119,32,12
152,119,23,12,123,22,12,119,44,12,124,31,12,121,39,12,117,32,12,120,41,12,124,45,12,122,42,12,120,38,12
153,118,29,12,123,32,12,122,39,12,124,41,12,119,41,12,118,41,12,123,26,12,124,43,12,117,28,12,123,46,12
154,122,24,12,119,25,12,124,46,12,118,39,12,124,41,12,124,39,12,118,29,12,120,33,12,121,27,12,123,24,12
155,117,39,12,120,22,12,120,26,12,124,42,12,123,46,12,122,26,12,122,25,12,117,40,12,124,24,12,120,27,12
156,128,89,13,37,101,13,118,118,13,125,126,13,135,117,13,37,115,13,130,104,13,127,97,13,122,89,13,128,97,13
157,134,120,13,136,91,13,135,115,13,131,116,13,130,91,13,134,111,13,122,97,13,128,110,13,119,109,13,119,105,13
158,118,121,13,121,100,13,29,112,13,35,97,13,34,119,13,136,84,13,131,84,13,38,111,13,124,126,13,119,121,13
159,127,97,13,133,114,13,125,86,13,31,113,13,131,87,13,117,99,13,32,116,13,29,96,13,128,86,13,129,93,13
160,135,86,13,130,125,13,119,85,13,130,107,13,131,108,13,37,119,13,127,86,13,30,113,13,117,112,13,126,122,13
161,19,126,13,122,95,13,136,90,13,9,125,13,37,97,13,121,87,13,119,113,13,118,110,13,119,118,13,131,95,13
162,133,115,13,138,112,13,132,99,13,34,119,13,38,100,13,124,122,13,124,119,13,127,121,13,134,106,13,136,92,13
163,32,119,13,129,113,13,135,108,13,128,96,13,14,127,13,119,118,13,118,89,13,138,103,13,133,103,13,122,117,13
164,138,95,13,119,117,13,123,120,13,30,118,13,132,120,13,132,89,13,135,120,13,125,112,13,136,89,13,135,92,13
165,16,120,13,133,107,13,31,105,13,137,121,13,135,101,13,128,105,13,134,85,13,136,118,13,136,88,13,138,103,13
166,129,86,13,36,101,13,130,107,13,125,104,13,118,115,13,35,104,13,33,117,13,9,123,13,31,97,13,19,125,13
167,131,119,13,122,107,13,126,91,13,29,98,13,16,120,13,129,99,13,127,102,13,137,102,13,14,128,13,122,85,13
168,0,72,14,17,30,14,3,91,14,20,31,14,6,81,14,5,84,14,4,72,14,1,76,14,7,81,14,22,27,14
169,2,77,14,7,79,14,4,85,14,9,73,14,12,88,14,3,92,14,19,28,14,25,31,14,25,30,14,4,77,14
170,19,28,14,20,32,14,7,90,14,2,82,14,25,27,14,6,94,14,5,77,14,26,31,14,10,79,14,6,87,14
171,12,89,14,24,33,14,19,26,14,4,92,14,9,89,14,6,78,14,5,93,14,5,72,14,2,93,14,6,72,14
172,1,73,14,5,90,14,3,89,14,8,90,14,8,84,14,0,84,14,17,30,14,2,89,14,26,26,14,1,82,14
173,11,88,14,2,79,14,0,71,14,12,90,14,11,81,14,3,76,14,8,88,14,3,84,14,6,80,14,17,29,14
174,11,93,14,8,75,14,5,78,14,3,85,14,13,89,14,1,79,14,0,90,14,13,91,14,7,76,14,5,81,14
175,7,82,14,7,75,14,1,73,14,7,85,14,3,79,14,4,89,14,6,70,14,1,73,14,0,80,14,4,94,14
176,12,88,14,6,70,14,1,78,14,0,71,14,5,86,14,7,79,14,4,82,14,11,93,14,26,33,14,10,90,14
177,1,75,14,22,27,14,9,80,14,18,32,14,11,88,14,6,93,14,5,81,14,1,79,14,2,82,14,3,81,14
178,6,92,14,3,74,14,11,88,14,18,30,14,4,75,14,5,86,14,4,93,14,0,91,14,12,84,14,2,83,14
179,8,83,14,18,31,14,12,87,14,0,77,14,5,73,14,19,33,14,7,85,14,4,74,14,2,79,14,17,28,14
180,16,51,15,21,43,15,23,45,15,25,48,15,22,48,15,18,48,15,16,48,15,15,50,15,24,45,15,19,47,15
181,26,48,15,26,49,15,16,48,15,18,51,15,20,46,15,19,50,15,16,45,15,15,51,15,20,46,15,16,48,15
182,20,45,15,16,51,15,21,49,15,14,48,15,23,50,15,23,48,15,17,50,15,23,43,15,16,48,15,17,50,15
183,21,50,15,15,50,15,22,43,15,23,46,15,16,46,15,17,45,15,22,45,15,19,48,15,22,47,15,20,44,15
184,26,49,15,24,45,15,13,46,15,22,43,15,23,42,15,23,46,15,23,43,15,20,48,15,16,47,15,23,48,15
185,17,49,15,20,48,15,19,44,15,13,47,15,18,48,15,26,50,15,19,47,15,24,50,15,25,47,15,22,46,15
186,20,47,15,22,45,15,17,49,15,17,49,15,17,46,15,15,52,15,17,48,15,27,50,15,19,48,15,24,50,15
187,22,43,15,15,52,15,23,47,15,22,48,15,13,48,15,20,49,15,19,45,15,18,50,15,23,49,15,16,52,15
188,23,44,15,18,45,15,13,48,15,24,45,15,22,45,15,15,46,15,25,49,15,22,49,15,23,42,15,20,48,15
189,13,46,15,24,48,15,23,50,15,18,44,15,23,44,15,17,51,15,15,52,15,23,48,15,22,43,15,15,48,15
190,18,44,15,25,47,15,18,49,15,23,43,15,21,49,15,13,48,15,18,45,15,18,44,15,17,49,15,22,50,15
191,22,49,15,16,49,15,15,46,15,21,44,15,19,45,15,21,50,15,16,47,15,14,46,15,21,48,15,17,51,15
