,row_0,col_0,label_0,row_1,col_1,label_1,row_2,col_2,label_2,row_3,col_3,label_3,row_4,col_4,label_4,row_5,col_5,label_5,row_6,col_6,label_6,row_7,col_7,label_7,row_8,col_8,label_8,row_9,col_9,label_9
59,14,43,11,18,53,11,13,42,11,20,56,11,14,62,11,19,54,11,53,3,11,53,16,11,17,60,11,18,40,11
60,123,44,12,121,40,12,121,29,12,121,31,12,123,45,12,121,39,12,123,43,12,122,37,12,119,38,12,119,43,12
61,124,30,12,124,32,12,121,44,12,121,41,12,122,33,12,124,31,12,122,37,12,119,34,12,120,32,12,124,42,12
62,119,33,12,117,34,12,119,41,12,121,44,12,122,21,12,124,18,12,123,19,12,123,40,12,118,35,12,122,37,12
63,122,33,12,121,26,12,119,44,12,124,43,12,121,39,12,124,44,12,124,28,12,118,37,12,118,25,12,122,38,12
64,124,26,12,123,40,12,122,46,12,121,42,12,119,24,12,123,21,12,121,33,12,119,24,12,120,36,12,122,31,12
65,128,103,13,135,91,13,117,99,13,134,115,13,119,94,13,129,109,13,130,91,13,128,117,13,35,115,13,135,105,13
66,126,102,13,30,111,13,130,95,13,130,95,13,34,102,13,135,107,13,137,118,13,128,121,13,122,99,13,138,83,13
67,117,121,13,127,119,13,126,119,13,125,104,13,17,126,13,33,97,13,131,121,13,21,129,13,11,123,13,137,113,13
68,120,100,13,118,114,13,132,100,13,32,103,13,127,108,13,125,98,13,37,101,13,35,108,13,129,125,13,36,100,13
69,33,99,13,124,103,13,128,126,13,128,117,13,124,101,13,129,116,13,122,90,13,126,121,13,117,105,13,126,88,13
70,8,93,14,7,75,14,21,28,14,8,83,14,5,91,14,0,90,14,5,89,14,5,85,14,19,30,14,11,93,14
71,8,80,14,21,32,14,27,28,14,6,83,14,4,80,14,2,73,14,4,70,14,25,28,14,24,26,14,24,30,14
72,3,78,14,22,31,14,19,26,14,3,85,14,8,90,14,2,78,14,2,94,14,5,91,14,1,93,14,6,83,14
73,8,83,14,1,87,14,9,89,14,6,74,14,0,90,14,12,94,14,27,29,14,18,33,14,13,89,14,0,72,14
74,17,26,14,10,90,14,2,85,14,2,79,14,0,94,14,5,71,14,9,92,14,9,85,14,2,89,14,25,29,14
75,14,47,15,18,48,15,16,47,15,17,51,15,15,47,15,17,47,15,20,44,15,16,52,15,21,49,15,15,49,15
76,24,45,15,25,48,15,18,49,15,17,47,15,15,50,15,15,46,15,23,45,15,15,46,15,18,45,15,24,46,15
77,25,50,15,23,42,15,18,45,15,23,43,15,15,52,15,16,51,15,21,48,15,26,48,15,25,48,15,23,50,15
78,22,45,15,19,44,15,15,50,15,14,49,15,16,48,15,27,50,15,15,47,15,16,48,15,19,49,15,15,51,15
79,23,43,15,22,44,15,14,49,15,21,50,15,22,44,15,20,46,15,16,49,15,22,50,15,22,46,15,25,49,15
